iata_code,ident,type,continent,iso_country,iso_region,municipality,gps_code,local_code,Name,City,Country,Latitude,Longitude,Altitude,Timezone,DST,Tz.database.time.zone
WNR,YWDH,medium_airport,OC,AU,AU-QLD,,YWDH,,Windorah Airport,Windorah,Australia,-25.41309929,142.6670074,452,10,O,Australia/Brisbane
WNS,OPNH,medium_airport,AS,PK,PK-SD,Nawabashah,OPNH,,Shaheed Benazirabad Airport,Nawabshah,Pakistan,26.2194,68.390099,95,5,N,Asia/Karachi
WNZ,ZSWZ,large_airport,AS,CN,CN-33,Wenzhou,ZSWZ,,Wenzhou Yongqiang Airport,Wenzhou,China,27.91220093,120.8519974,0,8,U,Asia/Shanghai
WOE,EHWO,medium_airport,EU,NL,NL-NB,Bergen Op Zoom,EHWO,,Woensdrecht Air Base,Woensdrecht,Netherlands,51.4491,4.34203,63,1,E,Europe/Amsterdam
WOL,YWOL,medium_airport,OC,AU,AU-NSW,,YWOL,,Wollongong Airport,Wollongong,Australia,-34.56110001,150.7890015,31,10,O,Australia/Sydney
WOS,ZKWS,medium_airport,AS,KP,KP-07,Wonsan,ZKWS,,Wonsan Kalma International Airport,Wonsan,North Korea,39.166801,127.486,7,8.5,N,\N
WOT,RCWA,small_airport,AS,TW,TW-PEN,Wang-an,RCWA,,Wang-an Airport,Wang An,Taiwan,23.36737251,119.5027771,115,8,U,Asia/Taipei
WPB,FMNG,small_airport,AF,MG,MG-M,Port Berg√©,FMNG,,Port BergÈ Airport,Port BergÈ,Madagascar,-15.58428647,47.62358665,213,3,U,Indian/Antananarivo
WPC,CZPC,medium_airport,NA,CA,CA-AB,Pincher Creek,CZPC,,Pincher Creek Airport,Pincher Creek,Canada,49.52059937,-113.9970016,3903,\N,\N,\N
WPM,PG-WPM,small_airport,OC,PG,PG-WPD,Wipim,AYXP,WPM,Wipim Airport,Wipim,Papua New Guinea,-8.78822,142.882,173,10,U,Pacific/Port_Moresby
WPR,SCFM,medium_airport,SA,CL,CL-MA,Porvenir,SCFM,,Capitan Fuentes Martinez Airport Airport,Porvenir,Chile,-53.25370026,-70.31919861,104,-4,S,America/Santiago
WPU,SCGZ,medium_airport,SA,CL,CL-MA,Puerto Williams,SCGZ,,Guardiamarina ZaÒartu Airport,Puerto Williams,Chile,-54.93109894,-67.626297,88,-4,S,America/Santiago
WRB,KWRB,large_airport,NA,US,US-GA,Warner Robins,KWRB,WRB,Robins Air Force Base,Macon,United States,32.64009857,-83.59190369,294,-5,A,America/New_York
WRE,NZWR,medium_airport,OC,NZ,NZ-NTL,,NZWR,,Whangarei Airport,Whangarei,New Zealand,-35.7682991,174.3650055,133,12,Z,Pacific/Auckland
WRG,PAWG,medium_airport,NA,US,US-AK,Wrangell,PAWG,WRG,Wrangell Airport,Wrangell,United States,56.48429871,-132.3699951,49,-9,A,America/Anchorage
WRI,KWRI,medium_airport,NA,US,US-NJ,Wrightstown,KWRI,WRI,Mc Guire Air Force Base,Wrightstown,United States,40.0155983,-74.59169769,131,-5,A,America/New_York
WRL,KWRL,medium_airport,NA,US,US-WY,Worland,KWRL,WRL,Worland Municipal Airport,Worland,United States,43.96569824,-107.9509964,4227,-7,A,America/Denver
WRO,EPWR,large_airport,EU,PL,PL-DS,Wroc≈Çaw,EPWR,,Copernicus Wroclaw Airport,Wroclaw,Poland,51.10269928,16.88579941,404,1,E,Europe/Warsaw
WRY,EGEW,small_airport,EU,GB,GB-SCT,Westray,EGEW,,Westray Airport,Westray,United Kingdom,59.35029984,-2.950000048,29,0,E,Europe/London
WRZ,VCCW,small_airport,AS,LK,LK-3,Weerawila,VCCW,,Weerawila Airport,Wirawila,Sri Lanka,6.254489899,81.23519897,50,5.5,U,Asia/Colombo
WSD,KWSD,small_airport,NA,US,US-NM,White Sands,KWSD,WSD,Condron Army Air Field,White Sands,United States,32.34149933,-106.4029999,3934,-7,A,America/Denver
WSN,PFWS,small_airport,NA,US,US-AK,South Naknek,PFWS,WSN,South Naknek Nr 2 Airport,South Naknek,United States,58.70339966,-157.0079956,162,-9,A,America/Anchorage
WSO,GY-WSO,small_airport,SA,SR,SR-SI,Washabo,SMWS,,Washabo Airstrip,Washabo,Suriname,5.25015,-57.173801,145,-3,N,America/Paramaribo
WSP,MNWP,small_airport,NA,NI,NI-AN,Waspam,MNWP,,Waspam Airport,Waspam,Nicaragua,14.73919964,-83.9693985,98,-6,U,America/Managua
WSR,WASW,small_airport,AS,ID,ID-PB,Wasior-Papua Island,WASW,,Wasior Airport,Wasior,Indonesia,-2.721,134.5061,49,9,N,Asia/Jayapura
WST,KWST,small_airport,NA,US,US-RI,Westerly,KWST,WST,Westerly State Airport,Washington County,United States,41.34960175,-71.80339813,81,-5,A,America/New_York
WSX,WA83,seaplane_base,NA,US,US-WA,Westsound,WA83,WA83,Westsound Seaplane Base,Westsound,United States,48.617778,-122.952778,0,-8,A,America/Los_Angeles
WSY,YWHI,small_airport,OC,AU,AU-QLD,,YWHI,,Whitsunday Island Airport,Airlie Beach,Australia,-20.27611,148.755,40,10,O,Australia/Brisbane
WSY,AU-WSY,closed,OC,AU,AU-QLD,Airlie Beach,,,Whitsunday Island Airport,Airlie Beach,Australia,-20.27611,148.755,40,10,O,Australia/Brisbane
WSZ,NZWS,medium_airport,OC,NZ,NZ-WTC,,NZWS,,Westport Airport,Westport,New Zealand,-41.73809814,171.5809937,13,12,Z,Pacific/Auckland
WTA,FMMU,small_airport,AF,MG,MG-M,Tambohorano,FMMU,,Tambohorano Airport,Tambohorano,Madagascar,-17.47610092,43.97280121,23,3,U,Indian/Antananarivo
WTB,YBWW,small_airport,OC,AU,AU-QLD,Wellcamp,YBWW,,Brisbane West Wellcamp Airport,Toowoomba,Australia,-27.558333,151.793333,1509,10,N,Australia/Brisbane
WTE,MH-WTE,small_airport,OC,MH,MH-WTJ,Wotje Atoll,,N36,Wotje Atoll Airport,Wotje Atoll,Marshall Islands,9.46667,170.233,4,12,U,Pacific/Majuro
WTK,PAWN,medium_airport,NA,US,US-AK,Noatak,PAWN,WTK,Noatak Airport,Noatak,United States,67.56610107,-162.9750061,88,-9,A,America/Anchorage
WTL,A61,small_airport,NA,US,US-AK,Tuntutuliak,A61,A61,Tuntutuliak Airport,Tuntutuliak,United States,60.335278,-162.666944,16,-9,A,America/Anchorage
WTN,EGXW,medium_airport,EU,GB,GB-ENG,Waddington,EGXW,,RAF Waddington,Waddington,United Kingdom,53.16619873,-0.523810983,231,0,E,Europe/London
WTO,MH-WTO,small_airport,OC,MH,MH-WTN,Wotho Island,,,Wotho Island Airport,Wotho Island,Marshall Islands,10.1733,166.003,0,12,U,Pacific/Majuro
WTP,AYWT,small_airport,OC,PG,PG-CPM,Fatima Mission,AYWT,WTP,Woitape Airport,Woitape,Papua New Guinea,-8.533,147.25,0,10,U,Pacific/Port_Moresby
WTS,FMMX,small_airport,AF,MG,MG-T,Tsiroanomandidy,FMMX,,Tsiroanomandidy Airport,Tsiroanomandidy,Madagascar,-18.75967656,46.05406523,2776,3,U,Indian/Antananarivo
WTZ,NZWT,small_airport,OC,NZ,NZ-WKO,,NZWT,,Whitianga Airport,Whitianga,New Zealand,-36.83169937,175.6790009,10,12,U,Pacific/Auckland
WUA,ZBUH,small_airport,AS,CN,CN-15,Wuhai,ZBUH,,Wuhai Airport,Wuhai,China,39.7934,106.7993,3650,8,U,Asia/Shanghai
WUH,ZHHH,large_airport,AS,CN,CN-42,Wuhan,ZHHH,,Wuhan Tianhe International Airport,Wuhan,China,30.78380013,114.2080002,113,8,U,Asia/Shanghai
WUN,YWLU,medium_airport,OC,AU,AU-WA,,YWLU,,Wiluna Airport,Wiluna,Australia,-26.62919998,120.2210007,1649,8,O,Australia/Perth
WUS,ZSWY,medium_airport,AS,CN,CN-35,Wuyishan,ZSWY,,Nanping Wuyishan Airport,Wuyishan,China,27.7019,118.000999,614,8,U,Asia/Shanghai
WUU,HSWW,medium_airport,AF,SS,SS-14,Wau,HSWW,,Wau Airport,Wau,Sudan,7.725830078,27.97500038,1529,3,U,Africa/Juba
WUX,ZSWX,medium_airport,AS,CN,CN-32,Wuxi,ZSWX,,Sunan Shuofang International Airport,Wuxi,China,31.49440002,120.4290009,24,8,U,Asia/Shanghai
WUZ,ZGWZ,small_airport,AS,CN,CN-45,Wuzhou,ZGWZ,,Wuzhou Changzhoudao Airport,Wuzhou,China,23.456699,111.248001,89,8,U,Asia/Shanghai
WVB,FYWB,medium_airport,AF,NA,NA-ER,Walvis Bay,FYWB,,Walvis Bay Airport,Walvis Bay,Namibia,-22.97990036,14.64529991,299,1,S,Africa/Windhoek
WVI,KWVI,small_airport,NA,US,US-CA,Watsonville,KWVI,WVI,Watsonville Municipal Airport,Watsonville,United States,36.93569946,-121.7900009,163,-8,A,\N
WVK,FMSK,medium_airport,AF,MG,MG-F,,FMSK,,Manakara Airport,Manakara,Madagascar,-22.11969948,48.02170181,33,3,U,Indian/Antananarivo
WVN,EDWI,small_airport,EU,DE,DE-NI,Wilhelmshaven,EDWI,,Wilhelmshaven-Mariensiel Airport,Wilhelmshaven,Germany,53.50222015,8.052222252,16,1,E,Europe/Berlin
WWA,PAWS,medium_airport,NA,US,US-AK,Wasilla,PAWS,IYS,Wasilla Airport,Wasilla,United States,61.57170105,-149.5399933,354,\N,\N,\N
WWD,KWWD,medium_airport,NA,US,US-NJ,Wildwood,KWWD,WWD,Cape May County Airport,Wildwood,United States,39.00849915,-74.90830231,23,-5,A,America/New_York
WWK,AYWK,medium_airport,OC,PG,PG-ESW,Wewak,AYWK,,Wewak International Airport,Wewak,Papua New Guinea,-3.583830118,143.6690063,19,10,U,Pacific/Port_Moresby
WWP,96Z,seaplane_base,NA,US,US-AK,North Whale Pass,96Z,96Z,North Whale Seaplane Base,North Whale Pass,United States,56.116389,-133.121667,0,-9,A,America/Anchorage
WWR,KWWR,medium_airport,NA,US,US-OK,Woodward,KWWR,WWR,West Woodward Airport,Woodward,United States,36.438,-99.5226667,2189,\N,\N,\N
WWT,PAEW,small_airport,NA,US,US-AK,Newtok,PAEW,EWU,Newtok Airport,Newtok,United States,60.939167,-164.641111,25,-9,U,America/Anchorage
WWY,YWWL,medium_airport,OC,AU,AU-NSW,West Wyalong,YWWL,,West Wyalong Airport,West Wyalong,Australia,-33.93719864,147.1909943,859,\N,\N,\N
WXN,ZUWX,small_airport,AS,CN,CN-50,Wanxian,ZUWX,,Wanxian Airport,Wanxian,China,30.8017,108.433,0,8,U,Asia/Shanghai
WYA,YWHA,medium_airport,OC,AU,AU-SA,Whyalla,YWHA,,Whyalla Airport,Whyalla,Australia,-33.05889893,137.5140076,41,9.5,O,Australia/Adelaide
WYE,GFYE,medium_airport,AF,SL,SL-E,Yengema,GFYE,,Yengema Airport,Yengema,Sierra Leone,8.610469818,-11.04539967,1300,0,U,Africa/Freetown
WYS,KWYS,medium_airport,NA,US,US-MT,West Yellowstone,KWYS,WYS,Yellowstone Airport,West Yellowstone,United States,44.68840027,-111.1179962,6649,-7,A,America/Denver
XAP,SBCH,medium_airport,SA,BR,BR-SC,Chapec√≥,SBCH,,Serafin Enoss Bertaso Airport,Chapeco,Brazil,-27.13419914,-52.65660095,2146,-3,S,America/Sao_Paulo
XAU,SOOS,small_airport,SA,GF,GF-SL,Sa√∫l,SOOS,,Sa˙l Airport,Saul,French Guiana,3.61361,-53.204201,656,-3,U,America/Cayenne
XBE,CNE3,small_airport,NA,CA,CA-ON,Bearskin Lake,CNE3,CNE3,Bearskin Lake Airport,Bearskin Lake,Canada,53.96559906,-91.02719879,800,-6,A,America/Winnipeg
XBG,DFEB,small_airport,AF,BF,BF-GNA,Bogande,DFEB,,Bogande Airport,Bogande,Canada,48.329498,-70.995697,531,-5,A,America/Toronto
XBJ,OIMB,medium_airport,AS,IR,IR-29,Birjand,OIMB,,Birjand Airport,Birjand,Iran,32.89810181,59.26610184,4952,3.5,E,Asia/Tehran
XCH,YPXM,medium_airport,AS,CX,CX-U-A,Christmas Island,YPXM,,Christmas Island Airport,Christmas Island,Christmas Island,-10.45059967,105.6900024,916,7,U,Indian/Christmas
XCM,CYCK,small_airport,NA,CA,CA-ON,Chatham-Kent,CYCK,NZ3,Kent,Chatham,Canada,42.306111,-82.081667,645,-5,A,America/Toronto
XCR,LFOK,medium_airport,EU,FR,FR-G,Ch√¢lons/Vatry,LFOK,,Ch‚lons-Vatry Air Base,Chalons,France,48.77610016,4.184490204,587,1,E,Europe/Paris
XFN,ZHXF,small_airport,AS,CN,CN-42,Xiangfan,ZHXF,,Xiangyang Liuji Airport,Xiangfan,China,32.1506,112.291,0,8,U,Asia/Shanghai
XFW,EDHI,medium_airport,EU,DE,DE-HH,Hamburg,EDHI,,Hamburg-Finkenwerder Airport,Hamburg,Germany,53.53527832,9.83555603,23,1,E,Europe/Berlin
XGN,FNXA,medium_airport,AF,AO,AO-CNN,Xangongo,FNXA,,Xangongo Airport,Xangongo,Angola,-16.7553997,14.96529961,3635,1,N,Africa/Luanda
XGR,CYLU,medium_airport,NA,CA,CA-QC,Kangiqsualujjuaq,CYLU,,Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq,Canada,58.71139908,-65.99279785,215,-5,A,America/Toronto
XIC,ZUXC,medium_airport,AS,CN,CN-51,Xichang,ZUXC,,Xichang Qingshan Airport,Xichang,China,27.9890995,102.1839981,5112,8,U,Asia/Shanghai
XIJ,OKAJ,medium_airport,AS,KW,KW-AH,Ahmed Al Jaber AB,OKAJ,,Ahmed Al Jaber Air Base,Ahmed Al Jaber AB,Kuwait,28.93479919,47.79190063,409,\N,\N,\N
XIL,ZBXH,medium_airport,AS,CN,CN-15,Xilinhot,ZBXH,,Xilinhot Airport,Xilinhot,China,43.91559982,115.9639969,0,8,U,Asia/Shanghai
XIY,ZLXY,large_airport,AS,CN,CN-61,Xi'an,ZLXY,,Xi'an Xianyang International Airport,Xi'an,China,34.44710159,108.7519989,1572,8,U,Asia/Shanghai
XKH,VLXK,small_airport,AS,LA,LA-XI,Xieng Khouang,VLXK,,Xieng Khouang Airport,Phon Savan,Laos,19.45000076,103.1579971,3445,7,U,Asia/Vientiane
XKS,CYAQ,medium_airport,NA,CA,CA-ON,Kasabonika,CYAQ,,Kasabonika Airport,Kasabonika,Canada,53.52470016,-88.64279938,672,-5,A,America/Toronto
XLB,CZWH,medium_airport,NA,CA,CA-MB,Lac Brochet,CZWH,ZWH,Lac Brochet Airport,Lac Brochet,Canada,58.61750031,-101.4690018,1211,-6,A,America/Winnipeg
XLS,GOSS,medium_airport,AF,SN,SN-SL,Saint Louis,GOSS,,Saint Louis Airport,St. Louis,Senegal,16.05080032,-16.46319962,9,0,N,Africa/Dakar
XMC,YMCO,small_airport,OC,AU,AU-VIC,,YMCO,,Mallacoota Airport,Mallacoota,Australia,-37.59830093,149.7200012,31,10,U,Australia/Hobart
XMH,NTGI,medium_airport,OC,PF,PF-U-A,,NTGI,,Manihi Airport,Manihi,French Polynesia,-14.4368,-146.0700073,14,-10,U,Pacific/Tahiti
XMN,ZSAM,large_airport,AS,CN,CN-35,Xiamen,ZSAM,,Xiamen Gaoqi International Airport,Xiamen,China,24.54400063,118.1279984,59,8,U,Asia/Shanghai
XMS,SEMC,medium_airport,SA,EC,EC-S,Macas,SEMC,,Coronel E Carvajal Airport,Macas,Ecuador,-2.299170017,-78.1207962,3452,-5,U,America/Guayaquil
XMY,YYMI,small_airport,OC,AU,AU-QLD,Yam Island,YYMI,,Yam Island Airport,Yam Island,Australia,-9.901109695,142.776001,0,10,O,Australia/Brisbane
XNA,KXNA,medium_airport,NA,US,US-AR,Fayetteville/Springdale,KXNA,XNA,Northwest Arkansas Regional Airport,Bentonville,United States,36.281898,-94.306801,1287,-6,A,America/Chicago
XNN,ZLXN,medium_airport,AS,CN,CN-63,Xining,ZLXN,,Xining Caojiabu Airport,Xining,China,36.5275,102.042999,7119,8,U,Asia/Shanghai
XPK,CZFG,medium_airport,NA,CA,CA-MB,Pukatawagan,CZFG,ZFG,Pukatawagan Airport,Pukatawagan,Canada,55.74919891,-101.2659988,958,\N,\N,\N
XPL,MHSC,medium_airport,NA,HN,HN-CM,Comayagua,MHSC,,Coronel Enrique Soto Cano Air Base,Comayagua,Honduras,14.3824,-87.621201,2061,\N,\N,\N
XPP,CZNG,medium_airport,NA,CA,CA-MB,Poplar River,CZNG,,Poplar River Airport,Poplar River,Canada,52.99652588,-97.27419376,728,\N,\N,\N
XQP,MRQP,medium_airport,NA,CR,CR-P,Quepos,MRQP,,Quepos Managua Airport,Quepos,Costa Rica,9.443160057,-84.12979889,85,-6,U,America/Costa_Rica
XQU,CAT4,small_airport,NA,CA,CA-BC,Qualicum Beach,CAT4,CAT4,Qualicum Beach Airport,Qualicum Beach,Canada,49.337222,-124.393889,191,-8,A,America/Vancouver
XRR,CYDM,medium_airport,NA,CA,CA-YT,Ross River,CYDM,YDM,Ross River Airport,Ross River,Canada,61.97060013,-132.4230042,2314,\N,\N,\N
XRY,LEJR,medium_airport,EU,ES,ES-AN,Jerez de la Forntera,LEJR,,Jerez Airport,Jerez,Spain,36.74459839,-6.060110092,93,1,E,Europe/Madrid
XSB,OMBY,medium_airport,AS,AE,AE-AZ,,OMBY,OMBY,Sir Bani Yas Airport,Sir Bani Yas Island,United Arab Emirates,24.283611,52.580278,25,4,U,Asia/Dubai
XSC,MBSC,medium_airport,NA,TC,TC-SC,,MBSC,,South Caicos Airport,South Caicos,Turks and Caicos Islands,21.51569939,-71.52850342,6,-4,U,America/Grand_Turk
XSI,CZSN,medium_airport,NA,CA,CA-MB,South Indian Lake,CZSN,ZSN,South Indian Lake Airport,South Indian Lake,Canada,56.7928009,-98.90720367,951,-6,A,America/Winnipeg
XSP,WSSL,medium_airport,AS,SG,SG-02,Seletar,WSSL,,Seletar Airport,Singapore,Singapore,1.416949987,103.8679962,36,8,N,Asia/Singapore
XTG,YTGM,medium_airport,OC,AU,AU-QLD,,YTGM,,Thargomindah Airport,Thargomindah,Australia,-27.9864006,143.8110046,433,10,O,Australia/Brisbane
XTL,CYBQ,medium_airport,NA,CA,CA-MB,Tadoule Lake,CYBQ,,Tadoule Lake Airport,Tadoule Lake,Canada,58.7061,-98.512199,923,-6,A,America/Winnipeg
XTO,YTAM,small_airport,OC,AU,AU-QLD,,YTAM,,Taroom Airport,Taroom,Australia,-25.80170059,149.8999939,240,10,N,\N
XUZ,ZSXZ,medium_airport,AS,CN,CN-32,Xuzhou,ZSXZ,,Xuzhou Guanyin Airport,Xuzhou,China,34.059056,117.555278,0,8,U,Asia/Shanghai
XXN,OERY,medium_airport,AS,SA,SA-01,Riyadh,OERY,,Riyadh Air Base,Riyadh,Saudi Arabia,24.70980072,46.72520065,2082,\N,\N,\N
XYA,AGGY,small_airport,OC,SB,SB-CE,Yandina,AGGY,,Yandina Airport,Yandina,Solomon Islands,-9.092816,159.21841,60,11,U,Pacific/Guadalcanal
XYE,VYYE,small_airport,AS,MM,MM-15,Ye,VYYE,,Ye Airport,Ye,Burma,15.30000019,97.86699677,30,6.5,U,Asia/Rangoon
YAA,CAJ4,small_airport,NA,CA,CA-BC,Anahim Lake,CAJ4,CAJ4,Anahim Lake Airport,Anahim Lake,Canada,52.45249939,-125.3030014,3635,-8,A,America/Vancouver
YAB,CYAB,small_airport,NA,CA,CA-NU,Arctic Bay,CYAB,,Old Arctic Bay Airport,Arctic Bay,Canada,73.00589225,-85.0325489,100,-6,A,America/Winnipeg
YAC,CYAC,medium_airport,NA,CA,CA-ON,Cat Lake,CYAC,,Cat Lake Airport,Cat Lake,Canada,51.72719955,-91.82440186,1344,-6,A,America/Winnipeg
YAG,CYAG,medium_airport,NA,CA,CA-ON,Fort Frances,CYAG,,Fort Frances Municipal Airport,Fort Frances,Canada,48.65420151,-93.43969727,1125,-6,A,America/Winnipeg
YAH,CYAH,medium_airport,NA,CA,CA-QC,La Grande-4,CYAH,,La Grande-4 Airport,La Grande-4,Canada,53.75469971,-73.6753006,1005,\N,\N,\N
YAK,PAYA,medium_airport,NA,US,US-AK,Yakutat,PAYA,YAK,Yakutat Airport,Yakutat,United States,59.50329971,-139.6600037,33,-9,A,America/Anchorage
YAL,CYAL,medium_airport,NA,CA,CA-BC,Alert Bay,CYAL,,Alert Bay Airport,Alert Bay,Canada,50.5821991,-126.9160004,240,\N,\N,\N
YAM,CYAM,medium_airport,NA,CA,CA-ON,Sault Ste Marie,CYAM,,Sault Ste Marie Airport,Sault Sainte Marie,Canada,46.48500061,-84.50939941,630,-5,A,America/Toronto
YAO,FKKY,medium_airport,AF,CM,CM-CE,Yaound√©,FKKY,,YaoundÈ Airport,Yaounde,Cameroon,3.83604002,11.52350044,2464,1,N,Africa/Douala
YAP,PTYA,medium_airport,OC,FM,FM-YAP,Yap Island,PTYA,T11,Yap International Airport,Yap,Micronesia,9.49891,138.082993,91,10,U,Pacific/Truk
YAQ,YAQ,seaplane_base,NA,CA,CA-BC,Maple Bay,,,Maple Bay Marina,Maple Bay,Canada,48.8166667,-123.600161,0,-8,A,\N
YAT,CYAT,medium_airport,NA,CA,CA-ON,Attawapiskat,CYAT,,Attawapiskat Airport,Attawapiskat,Canada,52.92750168,-82.43190002,31,-5,A,America/Toronto
YAV,CAW7,closed,NA,CA,CA-BC,Miners Bay,CAW7,CAW7,Winnipeg / St. Andrews Airport,Winnipeg,Canada,50.0564003,-97.03250122,760,-6,A,America/Winnipeg
YAW,CYAW,heliport,NA,CA,CA-NS,Halifax,CYAW,,Halifax / CFB Shearwater Heliport,Halifax,Canada,44.63970184,-63.49940109,144,-4,A,America/Halifax
YAX,CKB6,small_airport,NA,CA,CA-ON,Angling Lake,CKB6,CKB6,Wapekeka Airport,Angling Lake,Canada,53.8492012,-89.57939911,712,-6,A,America/Winnipeg
YAY,CYAY,medium_airport,NA,CA,CA-NL,St. Anthony,CYAY,,St. Anthony Airport,St. Anthony,Canada,51.39189911,-56.08309937,108,-3.5,A,America/St_Johns
YAZ,CYAZ,medium_airport,NA,CA,CA-BC,Tofino,CYAZ,,Tofino / Long Beach Airport,Tofino,Canada,49.079833,-125.775583,80,-8,A,America/Vancouver
YBA,CYBA,small_airport,NA,CA,CA-AB,Banff,CYBA,,Banff Airport,Banff,Canada,51.20734047,-115.5418611,4583,-7,A,\N
YBB,CYBB,medium_airport,NA,CA,CA-NU,Kugaaruk,CYBB,,Kugaaruk Airport,Pelly Bay,Canada,68.534401,-89.808098,56,-7,A,America/Edmonton
YBC,CYBC,medium_airport,NA,CA,CA-QC,Baie-Comeau,CYBC,,Baie Comeau Airport,Baie Comeau,Canada,49.13249969,-68.20439911,71,-5,A,America/Toronto
YBE,CYBE,medium_airport,NA,CA,CA-SK,Uranium City,CYBE,,Uranium City Airport,Uranium City,Canada,59.56140137,-108.4810028,1044,-6,N,America/Regina
YBG,CYBG,medium_airport,NA,CA,CA-QC,Bagotville,CYBG,,CFB Bagotville,Bagotville,Canada,48.33060074,-70.99639893,522,-5,A,America/Toronto
YBI,CCE4,small_airport,NA,CA,CA-NL,Black Tickle,CCE4,CCE4,Black Tickle Airport,Black Tickle,Canada,53.4693985,-55.78499985,57,-4,A,America/Halifax
YBK,CYBK,medium_airport,NA,CA,CA-NU,Baker Lake,CYBK,,Baker Lake Airport,Baker Lake,Canada,64.29889679,-96.07779694,59,-6,A,America/Winnipeg
YBL,CYBL,medium_airport,NA,CA,CA-BC,Campbell River,CYBL,,Campbell River Airport,Campbell River,Canada,49.95080185,-125.2710037,346,-8,A,America/Vancouver
YBO,CBW4,small_airport,NA,CA,CA-BC,Bob Quinn Lake,CBW4,CBW4,Bob Quinn Lake Airport,Bob Quinn Lake,Canada,56.96670151,-130.25,2000,-8,U,America/Vancouver
YBP,ZUYB,small_airport,AS,CN,CN-51,Yibin,ZUYB,,Yibin Caiba Airport,Yibin,China,28.80055556,104.545,924,8,U,Asia/Shanghai
YBR,CYBR,medium_airport,NA,CA,CA-MB,Brandon,CYBR,,Brandon Municipal Airport,Brandon,Canada,49.91,-99.951897,1343,-6,A,America/Winnipeg
YBT,CYBT,medium_airport,NA,CA,CA-MB,Brochet,CYBT,,Brochet Airport,Brochet,Canada,57.8894,-101.679001,1136,-6,A,America/Winnipeg
YBV,CYBV,medium_airport,NA,CA,CA-MB,Berens River,CYBV,,Berens River Airport,Berens River,Canada,52.358898,-97.018303,728,-6,A,America/Winnipeg
YBW,CAB3,seaplane_base,NA,CA,CA-BC,Bedwell Harbour,CAB3,CAB3,Bedwell Harbour Seaplane Base,Bedwell Harbour,Canada,48.75,-123.2330017,0,-8,A,America/Vancouver
YBX,CYBX,medium_airport,NA,CA,CA-QC,Lourdes-De-Blanc-Sablon,CYBX,,Lourdes de Blanc Sablon Airport,Lourdes-De-Blanc-Sablon,Canada,51.4435997,-57.18529892,121,-4,A,America/Blanc-Sablon
YBY,CYBF,medium_airport,NA,CA,CA-AB,Bonnyville,CYBF,,Bonnyville Airport,Bonnyville,Canada,54.304199,-110.744003,1836,-7,A,America/Edmonton
YCB,CYCB,medium_airport,NA,CA,CA-NU,Cambridge Bay,CYCB,,Cambridge Bay Airport,Cambridge Bay,Canada,69.10810089,-105.1380005,90,-7,A,America/Edmonton
YCC,CYCC,medium_airport,NA,CA,CA-ON,Cornwall,CYCC,,Cornwall Regional Airport,Cornwall,Canada,45.09280014,-74.56330109,175,-5,A,America/Toronto
YCD,CYCD,medium_airport,NA,CA,CA-BC,Nanaimo,CYCD,,Nanaimo Airport,Nanaimo,Canada,49.05497022,-123.8698626,92,-8,A,America/Vancouver
YCE,CYCE,medium_airport,NA,CA,CA-ON,Centralia,CYCE,CYCE,James T. Field Memorial Aerodrome,Centralia,Canada,43.285599,-81.508301,824,\N,\N,\N
YCG,CYCG,medium_airport,NA,CA,CA-BC,Castlegar,CYCG,,Castlegar/West Kootenay Regional Airport,Castlegar,Canada,49.29639816,-117.6320038,1624,-8,A,America/Vancouver
YCH,CYCH,medium_airport,NA,CA,CA-NB,Miramichi,CYCH,,Miramichi Airport,Chatham,Canada,47.007801,-65.449203,108,-4,A,America/Halifax
YCK,CYVL,small_airport,NA,CA,CA-NT,Colville Lake,CYVL,,Colville Lake Airport,Colville Lake,Canada,67.0392,-126.08,850,-7,A,America/Edmonton
YCL,CYCL,medium_airport,NA,CA,CA-NB,Charlo,CYCL,,Charlo Airport,Charlo,Canada,47.990799,-66.330299,132,-4,A,America/Halifax
YCM,CYSN,medium_airport,NA,CA,CA-ON,St Catharines,CYSN,,Niagara District Airport,Saint Catherines,Canada,43.19169998,-79.17169952,321,-5,A,America/Toronto
YCN,CYCN,medium_airport,NA,CA,CA-ON,Cochrane,CYCN,,Cochrane Airport,Cochrane,Canada,49.10559845,-81.01360321,861,-5,A,America/Toronto
YCO,CYCO,medium_airport,NA,CA,CA-NU,Kugluktuk,CYCO,,Kugluktuk Airport,Coppermine,Canada,67.8167038,-115.1439972,74,-7,A,America/Edmonton
YCQ,CYCQ,medium_airport,NA,CA,CA-BC,Chetwynd,CYCQ,,Chetwynd Airport,Chetwynd,Canada,55.68719864,-121.6269989,2000,\N,\N,\N
YCR,CYCR,medium_airport,NA,CA,CA-MB,Cross Lake,CYCR,,Cross Lake (Charlie Sinclair Memorial) Airport,Cross Lake,Canada,54.61059952,-97.76080322,709,-6,A,America/Winnipeg
YCS,CYCS,medium_airport,NA,CA,CA-NU,Chesterfield Inlet,CYCS,,Chesterfield Inlet Airport,Chesterfield Inlet,Canada,63.34690094,-90.73110199,32,-6,A,America/Winnipeg
YCT,CYCT,small_airport,NA,CA,CA-AB,Coronation,CYCT,,Coronation Airport,Coronation,Canada,52.07500076,-111.4449997,2595,-7,A,America/Edmonton
